gene,n_rows_train,mutated_cell_rate_train,token_total_train,tokens_per_row_mean_train,tokens_per_row_median_train,tokens_per_row_p95_train,complex_token_fraction_train,n_rows_test,mutated_cell_rate_test,token_total_test,tokens_per_row_mean_test,tokens_per_row_median_test,tokens_per_row_p95_test,complex_token_fraction_test,mutated_cell_rate_diff,token_mean_ratio_test_over_train,complex_fraction_diff,token_total_ratio_test_over_train,abs_shift_score
CHPF,6201,0.008869537171423964,57,0.009192065795839382,0.0,0.0,0.0,2546,0.0192458758837392,81,0.03181461115475255,0.0,0.0,0.0,0.010376338712315235,3.461094802993343,0.0,1.4210526315789473,0.8126233655843088
TAF10,6201,0.0020964360587002098,14,0.002257700370907918,0.0,0.0,0.0,2546,0.007855459544383346,20,0.007855459544383346,0.0,0.0,0.0,0.005759023485683136,3.479407473908652,0.0,1.4285714285714286,0.812102620317221
FZD8,6201,0.006934365424931463,47,0.0075794226737622965,0.0,0.0,0.0,2546,0.025923016496465043,66,0.025923016496465043,0.0,0.0,0.0,0.01898865107153358,3.4201835169059516,0.0,1.4042553191489362,0.8120226854012577
PSMA4,6201,0.00306402193194646,19,0.00306402193194646,0.0,0.0,0.0,2546,0.003927729772191673,23,0.009033778476040848,0.0,0.0,0.13043478260869565,0.0008637078402452128,2.9483400173647,0.13043478260869565,1.2105263157894737,0.8114465517043343
SOX10,6201,0.00725689404934688,47,0.0075794226737622965,0.0,0.0,0.0,2546,0.025530243519245877,66,0.025923016496465043,0.0,0.0,0.0,0.018273349469898996,3.4201835169059516,0.0,1.4042553191489362,0.8113073837996231
RNF31,6201,0.01241735203999355,90,0.01451378809869376,0.0,0.0,0.0,2546,0.027101335428122545,116,0.04556166535742341,0.0,0.0,0.06896551724137931,0.014683983388128995,3.139198743126473,0.06896551724137931,1.288888888888889,0.8110045488678286
PRMT3,6201,0.007095629737139171,51,0.00822447992259313,0.0,0.0,0.0,2546,0.01021209740769835,69,0.027101335428122545,0.0,0.0,0.043478260869565216,0.0031164676705591797,3.2952035488193707,0.043478260869565216,1.3529411764705883,0.8109464943351932
LIPA,6201,0.004676665054023544,30,0.004837929366231253,0.0,0.0,0.0,2546,0.011390416339355853,40,0.015710919088766692,0.0,0.0,0.05,0.006713751285332309,3.2474469756480753,0.05,1.3333333333333333,0.8098846615499853
KATNA1,6201,0.00516045799064667,35,0.005644250927269795,0.0,0.0,0.0,2546,0.012961508248232521,41,0.01610369206598586,0.0,0.0,0.14634146341463414,0.007801050257585851,2.8531141286050947,0.14634146341463414,1.1714285714285715,0.809877019030067
B2M,6201,0.00725689404934688,58,0.009353330108047089,0.0,0.0,0.0,2546,0.024351924587588374,65,0.025530243519245877,0.0,0.0,0.16923076923076924,0.017095030538241494,2.729535173497305,0.16923076923076924,1.1206896551724137,0.8094622267339422
MEIS2,6201,0.008547008547008548,62,0.009998387356877922,0.0,0.0,0.0,2546,0.016496465043205028,88,0.03456402199528672,0.0,0.0,0.0,0.00794945649619648,3.4569596837544028,0.0,1.4193548387096775,0.809269124258323
FMO3,6201,0.013062409288824383,99,0.015965166908563134,0.0,0.0,0.0,2546,0.02356637863315004,140,0.05498821681068342,0.0,0.0,0.0,0.010503969344325655,3.444261943869171,0.0,1.4141414141414141,0.8089706020895678
PHF3,6201,0.020319303338171262,177,0.028543783260764392,0.0,0.0,0.0,2546,0.0396700706991359,234,0.09190887666928516,0.0,0.0,0.042735042735042736,0.019350767360964635,3.219926238566312,0.042735042735042736,1.3220338983050848,0.8087562784185006
PLCB2,6201,0.01451378809869376,100,0.016126431220770843,0.0,0.0,0.0,2546,0.03220738413197172,132,0.051846032992930086,0.0,0.0,0.045454545454545456,0.017693596033277956,3.214972505891595,0.045454545454545456,1.32,0.8086440294402789
FZD2,6201,0.009837123044670215,70,0.01128850185453959,0.0,0.0,0.014285714285714285,2546,0.03731343283582089,95,0.03731343283582089,0.0,0.0,0.0,0.027476309791150677,3.3054371002132195,-0.014285714285714285,1.3571428571428572,0.8084935093930459
IRF9,6201,0.005482986615062087,35,0.005644250927269795,0.0,0.0,0.0,2546,0.012175962293794187,47,0.018460329929300863,0.0,0.0,0.0425531914893617,0.0066929756787321,3.270643025474133,0.0425531914893617,1.3428571428571427,0.8078633939568609
KLK8,6201,0.006450572488308337,47,0.0075794226737622965,0.0,0.0,0.02127659574468085,2546,0.011390416339355853,65,0.025530243519245877,0.0,0.0,0.0,0.004939843851047516,3.3683625545285887,-0.02127659574468085,1.3829787234042554,0.8074574964442687
SYK,6201,0.009514594420254797,67,0.010804708917916465,0.0,0.0,0.0,2546,0.021602513747054203,89,0.034956794972505895,0.0,0.0,0.0449438202247191,0.012087919326799406,3.2353296361867026,0.0449438202247191,1.328358208955224,0.8073457202381077
TAP1,6201,0.0075794226737622965,54,0.008708272859216255,0.0,0.0,0.0,2546,0.015710919088766692,65,0.025530243519245877,0.0,0.0,0.12307692307692308,0.008131496415004396,2.931722964126735,0.12307692307692308,1.2037037037037037,0.8071389820019368
DOCK10,6201,0.0267698758264796,212,0.03418803418803419,0.0,0.0,0.0,2546,0.05223880597014925,280,0.10997643362136685,0.0,1.0,0.03571428571428571,0.025468930143669653,3.21681068342498,0.03571428571428571,1.320754716981132,0.8071151153921212
TPBG,6201,0.004031607805192711,25,0.004031607805192711,0.0,0.0,0.0,2546,0.01335428122545169,34,0.01335428122545169,0.0,0.0,0.029411764705882353,0.009322673420258979,3.312395915161037,0.029411764705882353,1.36,0.8070809040175735
PSMB5,6201,0.003386550556361877,21,0.003386550556361877,0.0,0.0,0.0,2546,0.00589159465828751,24,0.009426551453260016,0.0,0.0,0.16666666666666666,0.0025050441019256325,2.7835259791269222,0.16666666666666666,1.1428571428571428,0.8066809037646097
CUL3,6201,0.012094823415578132,87,0.014029995162070633,0.0,0.0,0.0,2546,0.020031421838177535,115,0.045168892380204245,0.0,0.0,0.05217391304347826,0.007936598422599403,3.2194517430993854,0.05217391304347826,1.3218390804597702,0.8066685318170599
IL33,6201,0.005482986615062087,36,0.005805515239477504,0.0,0.0,0.0,2546,0.006677140612725845,50,0.019638648860958365,0.0,0.0,0.02,0.001194153997663758,3.3827572663000782,0.02,1.3888888888888888,0.8057250126198723
NUMB,6201,0.007418158361554588,47,0.0075794226737622965,0.0,0.0,0.0,2546,0.012568735271013355,64,0.02513747054202671,0.0,0.0,0.03125,0.0051505769094587674,3.3165415921512262,0.03125,1.3617021276595744,0.8057079206159514
INPP5F,6201,0.010804708917916465,73,0.011772294791162716,0.0,0.0,0.0,2546,0.027101335428122545,98,0.0384917517674784,0.0,0.0,0.030612244897959183,0.01629662651020608,3.269689763152514,0.030612244897959183,1.3424657534246576,0.8053028604498396
ACTN4,6201,0.010804708917916465,74,0.011933559103370425,0.0,0.0,0.0,2546,0.034956794972505895,101,0.0396700706991359,0.0,0.0,0.009900990099009901,0.02415208605458943,3.324244708180293,0.009900990099009901,1.364864864864865,0.8051433867804604
CARTPT,6201,0.002257700370907918,14,0.002257700370907918,0.0,0.0,0.0,2546,0.006677140612725845,17,0.006677140612725845,0.0,0.0,0.11764705882352941,0.004419440241817927,2.9574963528223543,0.11764705882352941,1.2142857142857142,0.8045309096917421
NUP93,6201,0.010482180293501049,68,0.010965973230124174,0.0,0.0,0.0,2546,0.020816967792615867,93,0.03652788688138256,0.0,0.0,0.021505376344086023,0.010334787499114819,3.331020978697842,0.021505376344086023,1.3676470588235294,0.8044962893502022
EHHADH,6201,0.010159651669085631,73,0.011772294791162716,0.0,0.0,0.0,2546,0.023173605655930872,101,0.0396700706991359,0.0,0.0,0.009900990099009901,0.013013953986845241,3.369782306922489,0.009900990099009901,1.3835616438356164,0.804480956043038
ATOH8,6201,0.002580228995323335,17,0.0027414933075310434,0.0,0.0,0.0,2546,0.009426551453260016,24,0.009426551453260016,0.0,0.0,0.0,0.006846322457936682,3.4384732683332566,0.0,1.411764705882353,0.8040096007257397
YWHAB,6201,0.0027414933075310434,17,0.0027414933075310434,0.0,0.0,0.0,2546,0.009426551453260016,24,0.009426551453260016,0.0,0.0,0.0,0.006685058145728973,3.4384732683332566,0.0,1.411764705882353,0.8038483364135319
THEG,6201,0.009514594420254797,68,0.010965973230124174,0.0,0.0,0.0,2546,0.021209740769835034,90,0.03534956794972506,0.0,0.0,0.044444444444444446,0.011695146349580236,3.2235686890624278,0.044444444444444446,1.3235294117647058,0.8036728418275367
TMEM140,6201,0.002580228995323335,17,0.0027414933075310434,0.0,0.0,0.0,2546,0.009033778476040848,24,0.009426551453260016,0.0,0.0,0.0,0.006453549480717514,3.4384732683332566,0.0,1.411764705882353,0.8036168277485205
ESRP2,6201,0.0077406869859700045,50,0.008063215610385421,0.0,0.0,0.0,2546,0.01728201099764336,69,0.027101335428122545,0.0,0.0,0.014492753623188406,0.009541324011673357,3.3611076197957583,0.014492753623188406,1.38,0.8036129634104076
DYRK3,6201,0.008547008547008548,62,0.009998387356877922,0.0,0.0,0.0,2546,0.01728201099764336,79,0.031029065200314218,0.0,0.0,0.0759493670886076,0.008735002450634813,3.1034069888249753,0.0759493670886076,1.2741935483870968,0.8033547905068801
EIF2AK1,6201,0.008385744234800839,56,0.009030801483631673,0.0,0.0,0.0,2546,0.020816967792615867,73,0.028672427336999214,0.0,0.0,0.0547945205479452,0.012431223557815028,3.174959319941645,0.0547945205479452,1.3035714285714286,0.8031831780746111
COL6A3,6201,0.055958716336074826,489,0.07885824866956942,0.0,1.0,0.0,2546,0.0997643362136685,630,0.2474469756480754,0.0,3.0,0.031746031746031744,0.04380561987759367,3.137870543954429,0.031746031746031744,1.2883435582822085,0.8025857652080538
IGSF3,6201,0.018867924528301886,130,0.020964360587002098,0.0,0.0,0.0,2546,0.04124116260801257,160,0.06284367635506677,0.0,0.0,0.0875,0.022373238079710683,2.9976433621366847,0.0875,1.2307692307692308,0.8024310855511915
CHEK1,6201,0.0041928721174004195,29,0.004676665054023544,0.0,0.0,0.0,2546,0.007855459544383346,41,0.01610369206598586,0.0,0.0,0.0,0.0036625874269829266,3.4434136034889073,0.0,1.4137931034482758,0.8019383175276992
BCL2L11,6201,0.0043541364296081275,27,0.0043541364296081275,0.0,0.0,0.0,2546,0.008248232521602514,34,0.01335428122545169,0.0,0.0,0.08823529411764706,0.0038940960919943866,3.067033254778738,0.08823529411764706,1.2592592592592593,0.801896013275738
GYPE,6201,0.0020964360587002098,13,0.0020964360587002098,0.0,0.0,0.0,2546,0.006677140612725845,17,0.006677140612725845,0.0,0.0,0.058823529411764705,0.004580704554025635,3.184996072270228,0.058823529411764705,1.3076923076923077,0.8017628188212108
PEX7,6201,0.0027414933075310434,18,0.002902757619738752,0.0,0.0,0.0,2546,0.009426551453260016,24,0.009426551453260016,0.0,0.0,0.041666666666666664,0.006685058145728973,3.2474469756480757,0.041666666666666664,1.3333333333333333,0.8015226350770488
EPCAM,6201,0.002902757619738752,18,0.002902757619738752,0.0,0.0,0.0,2546,0.009426551453260016,24,0.009426551453260016,0.0,0.0,0.041666666666666664,0.006523793833521264,3.2474469756480757,0.041666666666666664,1.3333333333333333,0.8013613707648412
AKAP10,6201,0.005321722302854378,36,0.005805515239477504,0.0,0.0,0.0,2546,0.01728201099764336,49,0.0192458758837392,0.0,0.0,0.02040816326530612,0.011960288694788983,3.315102120974077,0.02040816326530612,1.3611111111111112,0.8013422621616529
FOXC2,6201,0.005805515239477504,42,0.006773101112723754,0.0,0.0,0.0,2546,0.022388059701492536,57,0.022388059701492536,0.0,0.0,0.017543859649122806,0.01658254446201503,3.3054371002132195,0.017543859649122806,1.3571428571428572,0.8008578894273188
SLC7A2,6201,0.011933559103370425,87,0.014029995162070633,0.0,0.0,0.0,2546,0.020031421838177535,122,0.047918303220738416,0.0,0.0,0.0,0.00809786273480711,3.4154183709402175,0.0,1.4022988505747127,0.8000532729960834
USP16,6201,0.008063215610385421,54,0.008708272859216255,0.0,0.0,0.0,2546,0.016889238020424194,73,0.028672427336999214,0.0,0.0,0.0273972602739726,0.008826022410038773,3.29255040586541,0.0273972602739726,1.3518518518518519,0.799957158620481
APOM,6201,0.0020964360587002098,13,0.0020964360587002098,0.0,0.0,0.0,2546,0.004713275726630008,17,0.006677140612725845,0.0,0.0,0.058823529411764705,0.0026168396679297984,3.184996072270228,0.058823529411764705,1.3076923076923077,0.799798953935115
COLGALT1,6201,0.005482986615062087,37,0.0059667795516852125,0.0,0.0,0.0,2546,0.019638648860958365,50,0.019638648860958365,0.0,0.0,0.02,0.014155662245896278,3.291331394237914,0.02,1.3513513513513513,0.7976055147850082
SMPX,6201,0.0009675858732462506,6,0.0009675858732462506,0.0,0.0,0.0,2546,0.0027494108405341712,7,0.0027494108405341712,0.0,0.0,0.14285714285714285,0.0017818249672879208,2.841516103692066,0.14285714285714285,1.1666666666666667,0.7973588946135477
PERP,6201,0.0020964360587002098,15,0.0024189646831156266,0.0,0.0,0.0,2546,0.008248232521602514,21,0.008248232521602514,0.0,0.0,0.0,0.006151796462902304,3.409819324430479,0.0,1.4,0.7968383350055398
PKP1,6201,0.009353330108047089,69,0.011127237542331882,0.0,0.0,0.0,2546,0.02749410840534171,95,0.03731343283582089,0.0,0.0,0.0,0.018140778297294623,3.3533419857235556,0.0,1.3768115942028984,0.79593742044776
SHE,6201,0.005805515239477504,39,0.006289308176100629,0.0,0.0,0.0,2546,0.018460329929300863,47,0.018460329929300863,0.0,0.0,0.10638297872340426,0.012654814689823358,2.935192458758837,0.10638297872340426,1.205128205128205,0.7958504029951933
SPOCK2,6201,0.004676665054023544,31,0.004999193678438961,0.0,0.0,0.0,2546,0.016889238020424194,43,0.016889238020424194,0.0,0.0,0.0,0.01221257296640065,3.3783924182145304,0.0,1.3870967741935485,0.7957470216187185
ODC1,6201,0.004999193678438961,31,0.004999193678438961,0.0,0.0,0.0,2546,0.010997643362136685,42,0.016496465043205028,0.0,0.0,0.023809523809523808,0.005998449683697724,3.2998251526746576,0.023809523809523808,1.3548387096774193,0.7952351526373803
DEK,6201,0.005805515239477504,37,0.0059667795516852125,0.0,0.0,0.0,2546,0.013747054202670856,46,0.018067556952081697,0.0,0.0,0.08695652173913043,0.007941538963193353,3.028024882698881,0.08695652173913043,1.2432432432432432,0.7950270324123055
POP4,6201,0.0027414933075310434,21,0.003386550556361877,0.0,0.0,0.0,2546,0.009819324430479183,25,0.009819324430479183,0.0,0.0,0.12,0.007077831122948139,2.89950622825721,0.12,1.1904761904761905,0.7947805875439397
PTGES,6201,0.001451378809869376,10,0.0016126431220770843,0.0,0.0,0.0,2546,0.0054988216810683424,14,0.0054988216810683424,0.0,0.0,0.0,0.004047442871198966,3.409819324430479,0.0,1.4,0.7947339814138364
RNF4,6201,0.001451378809869376,10,0.0016126431220770843,0.0,0.0,0.0,2546,0.0054988216810683424,14,0.0054988216810683424,0.0,0.0,0.0,0.004047442871198966,3.409819324430479,0.0,1.4,0.7947339814138364
MYL12B,6201,0.0016126431220770843,10,0.0016126431220770843,0.0,0.0,0.0,2546,0.0054988216810683424,14,0.0054988216810683424,0.0,0.0,0.0,0.0038861785589912583,3.409819324430479,0.0,1.4,0.7945727171016287
HERPUD1,6201,0.004031607805192711,26,0.0041928721174004195,0.0,0.0,0.0,2546,0.009426551453260016,35,0.013747054202670856,0.0,0.0,0.02857142857142857,0.005394943648067306,3.278672427336999,0.02857142857142857,1.3461538461538463,0.7944619726085872
POSTN,6201,0.01741654571843251,123,0.01983551040154814,0.0,0.0,0.016260162601626018,2546,0.03574234092694423,140,0.05498821681068342,0.0,0.0,0.15714285714285714,0.018325795208511717,2.772210832870308,0.14088269454123112,1.1382113821138211,0.7937225665851766
PRKAR2A,6201,0.003386550556361877,22,0.0035478148685695854,0.0,0.0,0.0,2546,0.007462686567164179,28,0.010997643362136685,0.0,0.0,0.07142857142857142,0.004076136010802302,3.0998357494822537,0.07142857142857142,1.2727272727272727,0.793304438685334
GYS1,6201,0.011449766166747298,73,0.011772294791162716,0.0,0.0,0.0,2546,0.022780832678711706,97,0.03809897879025923,0.0,0.0,0.030927835051546393,0.011331066511964407,3.236325581895856,0.030927835051546393,1.3287671232876712,0.7928080064821665
UQCR11,6201,0.0008063215610385422,5,0.0008063215610385422,0.0,0.0,0.0,2546,0.0027494108405341712,7,0.0027494108405341712,0.0,0.0,0.0,0.0019430892794956292,3.409819324430479,0.0,1.4,0.7926296278221331
CTSF,6201,0.0059667795516852125,37,0.0059667795516852125,0.0,0.0,0.0,2546,0.019638648860958365,51,0.020031421838177535,0.0,0.0,0.0,0.013671869309273152,3.3571580221226727,0.0,1.3783783783783783,0.7923447037884943
SNRPD1,6201,0.0012901144976616675,8,0.0012901144976616675,0.0,0.0,0.0,2546,0.002356637863315004,8,0.003142183817753339,0.0,0.0,0.25,0.0010665233656533366,2.4355852317360567,0.25,1.0,0.7921066271082111
ADIG,6201,0.0006450572488308337,4,0.0006450572488308337,0.0,0.0,0.25,2546,0.0015710919088766694,4,0.0015710919088766694,0.0,0.0,0.0,0.0009260346600458356,2.4355852317360567,-0.25,1.0,0.7919661384026035
IRF5,6201,0.006611836800516046,42,0.006773101112723754,0.0,0.0,0.0,2546,0.011390416339355853,53,0.020816967792615867,0.0,0.0,0.07547169811320754,0.004778579538839807,3.0734766019526427,0.07547169811320754,1.2619047619047619,0.7915999338777091
TNFSF11,6201,0.00516045799064667,35,0.005644250927269795,0.0,0.0,0.0,2546,0.012175962293794187,43,0.016889238020424194,0.0,0.0,0.09302325581395349,0.007015504303147517,2.992290427561441,0.09302325581395349,1.2285714285714286,0.7912566877551968
AKR1B10,6201,0.0059667795516852125,38,0.00612804386389292,0.0,0.0,0.0,2546,0.0192458758837392,51,0.020031421838177535,0.0,0.0,0.0196078431372549,0.013279096332053986,3.2688117583826024,0.0196078431372549,1.3421052631578947,0.7910752706983584
PICALM,6201,0.006289308176100629,41,0.006611836800516046,0.0,0.0,0.0,2546,0.01178318931657502,57,0.022388059701492536,0.0,0.0,0.0,0.00549388114047439,3.3860575172915905,0.0,1.3902439024390243,0.790777464327812
SHROOM2,6201,0.02080309627479439,149,0.024028382518948555,0.0,0.0,0.006711409395973154,2546,0.04948939512961508,189,0.07423409269442262,0.0,0.0,0.05291005291005291,0.028686298854820692,3.0894336160947296,0.046198643514079756,1.2684563758389262,0.7901442421019634
MYC,6201,0.006450572488308337,48,0.0077406869859700045,0.0,0.0,0.0,2546,0.014139827179890024,61,0.023959151610369208,0.0,0.0,0.06557377049180328,0.007689254691581686,3.0952228986645722,0.06557377049180328,1.2708333333333333,0.7899369923554304
CASP4,6201,0.005482986615062087,38,0.00612804386389292,0.0,0.0,0.0,2546,0.01178318931657502,44,0.01728201099764336,0.0,0.0,0.13636363636363635,0.006300202701512932,2.820151320957539,0.13636363636363635,1.1578947368421053,0.7898066931552306
NTRK3,6201,0.02386711820674085,187,0.030156426382841477,0.0,0.0,0.0,2546,0.04399057344854674,222,0.08719560094265515,0.0,0.0,0.1036036036036036,0.02012345524180589,2.8914434301893293,0.1036036036036036,1.1871657754010696,0.789360028834764
SMS,6201,0.005321722302854378,34,0.005482986615062087,0.0,0.0,0.0,2546,0.01021209740769835,40,0.015710919088766692,0.0,0.0,0.125,0.004890375104843973,2.8653943902777135,0.125,1.1764705882352942,0.7888069128474149
SAMM50,6201,0.004999193678438961,34,0.005482986615062087,0.0,0.0,0.0,2546,0.01728201099764336,44,0.01728201099764336,0.0,0.0,0.045454545454545456,0.0122828173192044,3.151933829305485,0.045454545454545456,1.2941176470588236,0.7881643908852428
MARK3,6201,0.009514594420254797,68,0.010965973230124174,0.0,0.0,0.0,2546,0.01335428122545169,80,0.031421838177533384,0.0,0.0,0.125,0.003839686805196892,2.8653943902777135,0.125,1.1764705882352942,0.7877562245477677
FOXO3,6201,0.005482986615062087,37,0.0059667795516852125,0.0,0.0,0.0,2546,0.018853102906520033,48,0.018853102906520033,0.0,0.0,0.041666666666666664,0.013370116291457946,3.1596781384683976,0.041666666666666664,1.2972972972972974,0.7873273031176137
ADD1,6201,0.008547008547008548,57,0.009192065795839382,0.0,0.0,0.0,2546,0.018067556952081697,73,0.028672427336999214,0.0,0.0,0.0547945205479452,0.009520548405073149,3.1192582792409143,0.0547945205479452,1.280701754385965,0.7868410062368288
PPP2R5B,6201,0.009675858732462506,63,0.010159651669085631,0.0,0.0,0.0,2546,0.03338570306362922,85,0.03338570306362922,0.0,0.0,0.0,0.023709844331166716,3.286107058691505,0.0,1.3492063492063493,0.7859415392067489
PIM3,6201,0.0024189646831156266,15,0.0024189646831156266,0.0,0.0,0.06666666666666667,2546,0.007462686567164179,19,0.007462686567164179,0.0,0.0,0.0,0.005043721884048552,3.0850746268656715,-0.06666666666666667,1.2666666666666666,0.7859032046464371
SNAPC4,6201,0.012901144976616674,88,0.014191259474278342,0.0,0.0,0.0,2546,0.040455616653574236,107,0.0420267085624509,0.0,0.0,0.07476635514018691,0.027554471676957563,2.961450224951796,0.07476635514018691,1.2159090909090908,0.7857838229041602
EFNA1,6201,0.0019351717464925011,13,0.0020964360587002098,0.0,0.0,0.0,2546,0.005106048703849175,18,0.007069913589945012,0.0,0.0,0.0,0.0031708769573566744,3.3723487824037703,0.0,1.3846153846153846,0.7853240399258409
MAFB,6201,0.004031607805192711,26,0.0041928721174004195,0.0,0.0,0.0,2546,0.012961508248232521,33,0.012961508248232521,0.0,0.0,0.06060606060606061,0.00892990044303981,3.091319717203456,0.06060606060606061,1.2692307692307692,0.7852563677402397
CNOT6,6201,0.00725689404934688,47,0.0075794226737622965,0.0,0.0,0.0,2546,0.01021209740769835,61,0.023959151610369208,0.0,0.0,0.04918032786885246,0.002955203358351471,3.1610787050191376,0.04918032786885246,1.297872340425532,0.7847626954180742
HNRNPC,6201,0.003386550556361877,21,0.003386550556361877,0.0,0.0,0.0,2546,0.007855459544383346,29,0.011390416339355853,0.0,0.0,0.0,0.004468908988021469,3.363427224778364,0.0,1.380952380952381,0.7845795377340715
NR6A1,6201,0.006450572488308337,46,0.007418158361554588,0.0,0.0,0.0,2546,0.010997643362136685,58,0.022780832678711706,0.0,0.0,0.06896551724137931,0.004547070873828348,3.070955292188941,0.06896551724137931,1.2608695652173914,0.7842430949939249
ABCC8,6201,0.0267698758264796,217,0.03499435574907273,0.0,0.0,0.0,2546,0.05223880597014925,286,0.11233307148468186,0.0,1.0,0.013986013986013986,0.025468930143669653,3.2100339920576597,0.013986013986013986,1.3179723502304148,0.7837784853543924
UGP2,6201,0.006450572488308337,42,0.006773101112723754,0.0,0.0,0.0,2546,0.00864100549882168,54,0.021209740769835034,0.0,0.0,0.05555555555555555,0.002190433010513343,3.131466726517787,0.05555555555555555,1.2857142857142858,0.783231291524611
WIPF1,6201,0.009514594420254797,68,0.010965973230124174,0.0,0.0,0.0,2546,0.025530243519245877,91,0.03574234092694423,0.0,0.0,0.01098901098901099,0.01601564909899108,3.2593861189408995,0.01098901098901099,1.338235294117647,0.7829825258904238
BCR,6201,0.012901144976616674,86,0.013868730849862926,0.0,0.0,0.0,2546,0.03613511390416339,113,0.044383346425765906,0.0,0.0,0.017699115044247787,0.02323396892754672,3.2002457114671436,0.017699115044247787,1.313953488372093,0.7829289297202261
RRAS,6201,0.002580228995323335,16,0.002580228995323335,0.0,0.0,0.0,2546,0.00864100549882168,22,0.00864100549882168,0.0,0.0,0.0,0.006060776503498346,3.3489296936370776,0.0,1.375,0.7828433633297561
TJP3,6201,0.01241735203999355,99,0.015965166908563134,0.0,0.0,0.0,2546,0.028279654359780047,129,0.05066771406127259,0.0,0.0,0.031007751937984496,0.015862302319786498,3.173641362565165,0.031007751937984496,1.303030303030303,0.7825117568992894
SPINT2,6201,0.0038703434929850023,27,0.0043541364296081275,0.0,0.0,0.0,2546,0.012175962293794187,37,0.014532600157109192,0.0,0.0,0.0,0.008305618800809185,3.3376538360827444,0.0,1.3703703703703705,0.7824920494169636
DCAF11,6201,0.008063215610385421,53,0.008547008547008548,0.0,0.0,0.0,2546,0.015710919088766692,70,0.02749410840534171,0.0,0.0,0.02857142857142857,0.007647703478381271,3.21681068342498,0.02857142857142857,1.320754716981132,0.7821510315839757
MMS22L,6201,0.013546202225447508,91,0.014675052410901468,0.0,0.0,0.01098901098901099,2546,0.02749410840534171,110,0.04320502749410841,0.0,0.0,0.1,0.013947906179894203,2.944114016384244,0.08901098901098901,1.2087912087912087,0.7820360597730096
CDH3,6201,0.009192065795839382,59,0.009514594420254797,0.0,0.0,0.0,2546,0.018460329929300863,78,0.030636292223095052,0.0,0.0,0.02564102564102564,0.009268264133461481,3.219926238566312,0.02564102564102564,1.3220338983050848,0.7815797580969804
HDLBP,6201,0.01757781003064022,130,0.020964360587002098,0.0,0.0,0.0,2546,0.038884524744697564,161,0.06323644933228594,0.0,0.0,0.062111801242236024,0.021306714714057345,3.016378633150039,0.062111801242236024,1.2384615384615385,0.780651994504445
SNRPA,6201,0.003386550556361877,21,0.003386550556361877,0.0,0.0,0.047619047619047616,2546,0.010604870384917517,27,0.010604870384917517,0.0,0.0,0.0,0.00721831982855564,3.131466726517787,-0.047619047619047616,1.2857142857142858,0.7803226704061453
ISCU,6201,0.0024189646831156266,16,0.002580228995323335,0.0,0.0,0.0,2546,0.00589159465828751,22,0.00864100549882168,0.0,0.0,0.0,0.003472629975171883,3.3489296936370776,0.0,1.375,0.7802552168014296
CYP26B1,6201,0.009030801483631673,64,0.01032091598129334,0.0,0.0,0.0,2546,0.021209740769835034,87,0.034171249018067555,0.0,0.0,0.0,0.012178939286203361,3.3108736743912015,0.0,1.359375,0.7801723509747398
B4GALT1,6201,0.0035478148685695854,24,0.0038703434929850023,0.0,0.0,0.0,2546,0.006677140612725845,33,0.012961508248232521,0.0,0.0,0.0,0.0031293257441562593,3.348929693637078,0.0,1.375,0.779911912570414
HBEGF,6201,0.0012901144976616675,8,0.0012901144976616675,0.0,0.0,0.0,2546,0.00432050274941084,11,0.00432050274941084,0.0,0.0,0.0,0.003030388251749173,3.3489296936370776,0.0,1.375,0.779812975078007
MAP3K8,6201,0.005321722302854378,35,0.005644250927269795,0.0,0.0,0.0,2546,0.01610369206598586,42,0.016496465043205028,0.0,0.0,0.09523809523809523,0.01078196976313148,2.922702278083268,0.09523809523809523,1.2,0.77965365740039
DNMT1,6201,0.021125624899209806,149,0.024028382518948555,0.0,0.0,0.0,2546,0.034171249018067555,194,0.07619795758051846,0.0,0.0,0.030927835051546393,0.013045624118857749,3.171164664139564,0.030927835051546393,1.3020134228187918,0.779021571382044
CPEB3,6201,0.005321722302854378,37,0.0059667795516852125,0.0,0.0,0.0,2546,0.015710919088766692,49,0.0192458758837392,0.0,0.0,0.02040816326530612,0.010389196785912314,3.225504766353156,0.02040816326530612,1.3243243243243243,0.7787889044904706
RNF19B,6201,0.006934365424931463,45,0.00725689404934688,0.0,0.0,0.0,2546,0.014532600157109192,60,0.02356637863315004,0.0,0.0,0.016666666666666666,0.007598234732177729,3.2474469756480753,0.016666666666666666,1.3333333333333333,0.7774358116634974
RRP8,6201,0.004837929366231253,33,0.005321722302854378,0.0,0.0,0.0,2546,0.016496465043205028,42,0.016496465043205028,0.0,0.0,0.047619047619047616,0.011658535676973775,3.099835749482254,0.047619047619047616,1.2727272727272727,0.7770773145419816
RRM2,6201,0.00516045799064667,33,0.005321722302854378,0.0,0.0,0.0,2546,0.01178318931657502,45,0.01767478397486253,0.0,0.0,0.0,0.006622731325928349,3.3212525887309865,0.0,1.3636363636363635,0.7770208620894429
PIAS1,6201,0.006773101112723754,47,0.0075794226737622965,0.0,0.0,0.0,2546,0.014139827179890024,64,0.02513747054202671,0.0,0.0,0.0,0.00736672606716627,3.3165415921512262,0.0,1.3617021276595744,0.7766740697736589
